&	P0	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19
1299	0.08502	0.08727	0.06715	0.07769	0.07423	0.07831	0.07527	0.0801	0.07705	0.08025	0.06031	0.07734	0.07618	0.07935	0.07557	0.07682	0.07427	0.07405	0.06969	0.06687
1298	0.08008	0.08481	0.07464	0.07794	0.07316	0.07157	0.08152	0.07498	0.06243	0.0652	0.06243	0.07044	0.06839	0.07965	0.07545	0.07574	0.08104	0.0695	0.07137	0.07637
1297	0.08662	0.07992	0.07016	0.08178	0.07336	0.0757	0.06146	0.07662	0.06645	0.07113	0.06495	0.07545	0.06579	0.07677	0.06713	0.06888	0.08274	0.06996	0.06959	0.07138
1296	0.08279	0.07176	0.07236	0.07209	0.08106	0.06684	0.06967	0.06494	0.06766	0.06412	0.0619	0.07845	0.07018	0.07154	0.0739	0.06052	0.07761	0.06262	0.07261	0.07501
1295	0.06591	0.07338	0.06931	0.07713	0.07181	0.06606	0.06207	0.06589	0.07153	0.05793	0.06321	0.07704	0.07083	0.07602	0.0692	0.06839	0.08165	0.07263	0.07557	0.07497
1294	0.08375	0.08156	0.06365	0.07428	0.07541	0.07004	0.07352	0.06782	0.07811	0.0691	0.06247	0.06751	0.07041	0.0673	0.06412	0.07366	0.07468	0.07088	0.07007	0.07892
1293	0.07734	0.08365	0.07036	0.07647	0.07985	0.06984	0.07156	0.06983	0.06886	0.07439	0.07069	0.07372	0.07339	0.0727	0.06902	0.07458	0.07271	0.0711	0.0765	0.08122
1292	0.08357	0.08086	0.07636	0.08014	0.08092	0.06549	0.06255	0.06468	0.0699	0.06713	0.06299	0.07137	0.07241	0.07113	0.07589	0.07407	0.07458	0.06938	0.07034	0.07835
1291	0.08221	0.08086	0.0762	0.08189	0.07841	0.07459	0.07604	0.07485	0.07311	0.06597	0.06856	0.0597	0.06852	0.07503	0.0751	0.06902	0.07787	0.06998	0.08121	0.07306
1290	0.08225	0.07711	0.0741	0.06579	0.07275	0.07162	0.076	0.06709	0.07961	0.07442	0.06361	0.06927	0.0699	0.0638	0.07239	0.07541	0.06985	0.06655	0.08313	0.07245
1289	0.08117	0.07671	0.07576	0.07705	0.08168	0.08298	0.08099	0.06974	0.07468	0.06847	0.07114	0.06408	0.06681	0.07252	0.0648	0.07992	0.07829	0.06946	0.0685	0.06938
1288	0.07631	0.08567	0.07734	0.08093	0.07465	0.0722	0.07429	0.0692	0.06254	0.06923	0.06421	0.06096	0.06705	0.06514	0.06657	0.0757	0.07266	0.06473	0.07536	0.07404
1287	0.07688	0.06996	0.07728	0.07311	0.07038	0.07073	0.06708	0.06439	0.06459	0.06443	0.0612	0.06296	0.07324	0.08404	0.07436	0.06943	0.08336	0.07799	0.0796	0.07432
1286	0.07642	0.07424	0.06208	0.07206	0.06761	0.07808	0.06778	0.06168	0.0606	0.05835	0.05556	0.06717	0.0703	0.07199	0.06654	0.06502	0.06547	0.06592	0.06411	0.06346
1285	0.07005	0.07932	0.06449	0.07183	0.07757	0.06064	0.07101	0.06993	0.06617	0.06686	0.06562	0.06543	0.07126	0.06115	0.05919	0.07078	0.07716	0.06494	0.07008	0.06235
1284	0.06177	0.07766	0.0715	0.07288	0.07129	0.06967	0.07473	0.07306	0.06792	0.06483	0.07676	0.06802	0.05961	0.06452	0.06867	0.05873	0.07637	0.06535	0.07291	0.06413
1283	0.07241	0.08385	0.0742	0.0726	0.07167	0.07321	0.06692	0.06272	0.06621	0.06552	0.06304	0.06115	0.07421	0.07181	0.0762	0.0603	0.06398	0.07179	0.08059	0.07446
1282	0.06493	0.0766	0.07896	0.07912	0.07459	0.07294	0.06167	0.07775	0.07699	0.07412	0.06231	0.07501	0.0653	0.07036	0.08633	0.06134	0.08095	0.07827	0.07867	0.0785
1281	0.08145	0.07549	0.07406	0.08584	0.08487	0.0737	0.07361	0.07254	0.07263	0.07475	0.07169	0.0725	0.08082	0.06565	0.07452	0.06998	0.07795	0.08842	0.07508	0.07239
1280	0.07578	0.08178	0.0938	0.07989	0.07602	0.08236	0.07626	0.0741	0.07189	0.06624	0.07502	0.06227	0.06562	0.07945	0.08774	0.07992	0.07913	0.08885	0.07431	0.08244
1279	0.08091	0.09021	0.08748	0.09598	0.08532	0.09022	0.07124	0.08701	0.07571	0.08139	0.07713	0.07641	0.07366	0.08203	0.08744	0.08308	0.08513	0.07421	0.08808	0.07917
1278	0.09579	0.09584	0.09262	0.08681	0.09098	0.0733	0.08089	0.08719	0.07794	0.07927	0.08308	0.0773	0.06782	0.08797	0.07884	0.08714	0.08553	0.08794	0.08566	0.08457
1277	0.08885	0.09363	0.09753	0.09594	0.09259	0.09581	0.08428	0.09384	0.07548	0.07926	0.07937	0.07904	0.08869	0.09871	0.08228	0.10669	0.09825	0.09401	0.08801	0.08738
1276	0.11087	0.10223	0.11081	0.09381	0.10436	0.09607	0.10081	0.08946	0.08306	0.09409	0.08394	0.09614	0.07954	0.09916	0.11138	0.10414	0.09652	0.0955	0.11176	0.10518
1275	0.11227	0.11449	0.10193	0.11308	0.11193	0.09772	0.09327	0.08746	0.08668	0.09769	0.09643	0.09618	0.09695	0.10127	0.10439	0.10487	0.10691	0.10409	0.10757	0.1003
1274	0.113	0.12051	0.10468	0.11715	0.11269	0.10035	0.10729	0.10032	0.10486	0.10629	0.09642	0.09684	0.08892	0.09825	0.10798	0.10305	0.11337	0.09932	0.10039	0.10871
1273	0.12446	0.12002	0.12402	0.12635	0.1095	0.10897	0.11204	0.11198	0.10657	0.1048	0.0951	0.11253	0.10771	0.11146	0.12663	0.11039	0.1201	0.10786	0.1139	0.12449
1272	0.1316	0.13623	0.12671	0.12435	0.13256	0.11995	0.12901	0.12122	0.09928	0.10761	0.10753	0.11478	0.10463	0.11182	0.12103	0.12287	0.12571	0.11607	0.12672	0.11721
1271	0.14224	0.14196	0.13724	0.13516	0.13459	0.1183	0.13251	0.12331	0.11802	0.11817	0.11125	0.11529	0.10907	0.11761	0.12608	0.13127	0.14436	0.1166	0.11537	0.13247
1270	0.13264	0.15018	0.13903	0.13473	0.14336	0.12812	0.12539	0.12821	0.12054	0.11874	0.12303	0.11251	0.12326	0.12754	0.12045	0.12848	0.12782	0.13025	0.13249	0.13672
1269	0.13044	0.14668	0.13904	0.1579	0.13679	0.12795	0.12737	0.11704	0.12382	0.12199	0.10849	0.11764	0.12723	0.12918	0.13367	0.13394	0.12886	0.12564	0.14262	0.14178
1268	0.15497	0.14321	0.13747	0.13961	0.15166	0.13444	0.13512	0.13976	0.12152	0.13024	0.11414	0.12761	0.12649	0.13785	0.12128	0.13554	0.13699	0.13656	0.13052	0.13805
1267	0.15126	0.15325	0.13858	0.14227	0.14055	0.14556	0.13394	0.12668	0.12251	0.12509	0.13217	0.1166	0.12077	0.1244	0.13874	0.14245	0.1309	0.12655	0.13252	0.14075
1266	0.14712	0.14902	0.14209	0.14259	0.14393	0.14734	0.14969	0.12647	0.12522	0.12293	0.11064	0.12816	0.11856	0.14233	0.13381	0.13607	0.13946	0.13854	0.13302	0.13559
1265	0.1462	0.16099	0.14428	0.14986	0.13268	0.13186	0.13493	0.12024	0.11756	0.12392	0.12683	0.13878	0.12317	0.12829	0.12803	0.14426	0.14052	0.12519	0.14944	0.13744
1264	0.15162	0.14837	0.1478	0.13745	0.13029	0.14538	0.15136	0.13567	0.13042	0.12115	0.12823	0.12496	0.12023	0.12963	0.13089	0.13211	0.14707	0.14515	0.14308	0.13151
1263	0.14603	0.15531	0.16118	0.15435	0.1575	0.15199	0.13642	0.12219	0.12807	0.12818	0.12259	0.1315	0.11873	0.13295	0.14017	0.13731	0.13383	0.14269	0.1534	0.14052
1262	0.15404	0.15553	0.13721	0.16172	0.16046	0.13809	0.13237	0.12986	0.1115	0.13026	0.12482	0.12452	0.11163	0.14182	0.12279	0.15256	0.14857	0.14129	0.14155	0.14243
1261	0.15859	0.14975	0.15409	0.14677	0.1417	0.14064	0.14307	0.11824	0.1267	0.12593	0.11731	0.11609	0.12474	0.1376	0.13935	0.12794	0.13656	0.14595	0.13541	0.13538
1260	0.14462	0.16123	0.14345	0.14603	0.15124	0.14315	0.14553	0.12379	0.12954	0.12945	0.12101	0.11603	0.13015	0.13459	0.13743	0.14478	0.14247	0.14629	0.14095	0.14446
1259	0.15571	0.14865	0.14654	0.16255	0.14397	0.14063	0.13278	0.11251	0.12808	0.1297	0.1192	0.1307	0.11544	0.13374	0.14188	0.13403	0.14019	0.1453	0.13859	0.1404
1258	0.14276	0.14633	0.15239	0.14881	0.13019	0.12313	0.12204	0.11711	0.11403	0.13	0.12014	0.1232	0.12576	0.13852	0.1273	0.13112	0.14715	0.13198	0.13798	0.13749
1257	0.13379	0.13949	0.11864	0.12969	0.12586	0.11625	0.12517	0.11325	0.10127	0.10349	0.0965	0.11139	0.104	0.13112	0.11811	0.12147	0.12416	0.11913	0.11917	0.11469
1256	0.11802	0.13157	0.12205	0.12528	0.11477	0.11396	0.11741	0.10905	0.10772	0.11462	0.09752	0.09769	0.10538	0.11397	0.12118	0.1097	0.12191	0.11592	0.12905	0.12235
1255	0.11078	0.12509	0.1181	0.1217	0.1081	0.12156	0.10725	0.09251	0.10261	0.09688	0.09483	0.09103	0.09637	0.09639	0.11027	0.11824	0.11424	0.1056	0.10261	0.11789
1254	0.11776	0.10951	0.10775	0.115	0.11309	0.0989	0.10457	0.10995	0.08938	0.08746	0.08486	0.08816	0.09405	0.10779	0.10332	0.10481	0.10804	0.10466	0.10453	0.09485
1253	0.09735	0.1133	0.10662	0.10213	0.10234	0.11324	0.09508	0.09872	0.08717	0.08951	0.09095	0.09943	0.09364	0.10881	0.09083	0.09933	0.113	0.10121	0.10295	0.09808
1252	0.11358	0.10387	0.10473	0.10943	0.09804	0.10607	0.09184	0.07993	0.08067	0.09475	0.08014	0.10013	0.08564	0.09362	0.09038	0.10176	0.09288	0.09881	0.10316	0.08612
1251	0.0902	0.09271	0.08597	0.08864	0.08707	0.09099	0.09107	0.08215	0.09686	0.07765	0.08372	0.08615	0.08531	0.08588	0.08866	0.08159	0.08194	0.09111	0.09927	0.11146
1250	0.10161	0.09178	0.0906	0.09415	0.08468	0.0866	0.08741	0.08745	0.07476	0.0974	0.07613	0.07961	0.08216	0.08905	0.07941	0.08812	0.09526	0.08468	0.0995	0.08758
1249	0.08978	0.08516	0.09401	0.08208	0.08942	0.08855	0.07646	0.08177	0.07875	0.08235	0.065	0.0795	0.07124	0.07861	0.08534	0.09089	0.09263	0.08113	0.09063	0.0785
1248	0.08886	0.0883	0.08702	0.09396	0.07701	0.07859	0.09046	0.08066	0.07847	0.09016	0.07249	0.07087	0.08231	0.0788	0.08291	0.08557	0.07479	0.08608	0.09052	0.08784
1247	0.09253	0.08779	0.08716	0.0966	0.08568	0.08813	0.08781	0.08813	0.08225	0.08486	0.08538	0.07914	0.08011	0.07878	0.08215	0.08702	0.09381	0.08333	0.09495	0.08656
1246	0.08859	0.08143	0.08453	0.09608	0.09134	0.07834	0.08419	0.08769	0.07828	0.08341	0.07817	0.0904	0.09037	0.08643	0.07952	0.09333	0.08282	0.08276	0.09011	0.09168
1245	0.08791	0.09988	0.08847	0.0844	0.09829	0.08283	0.08531	0.08256	0.07755	0.07826	0.07518	0.08231	0.0723	0.08423	0.07866	0.08133	0.0857	0.08877	0.08951	0.09426
1244	0.09669	0.09369	0.08606	0.10241	0.09607	0.08674	0.09322	0.09139	0.08188	0.08957	0.07755	0.08535	0.08296	0.08329	0.07844	0.08407	0.09804	0.0981	0.094	0.08323
1243	0.10066	0.09431	0.09139	0.09587	0.08613	0.08293	0.09369	0.093	0.08589	0.07607	0.08749	0.07517	0.07857	0.10544	0.09487	0.08654	0.08579	0.09182	0.08244	0.08321
1242	0.09551	0.08962	0.10793	0.09706	0.09655	0.10459	0.08019	0.08329	0.08644	0.08113	0.08207	0.08864	0.08422	0.09856	0.09492	0.09696	0.08282	0.08812	0.10037	0.08301
1241	0.09829	0.10346	0.084	0.09039	0.10247	0.09874	0.09695	0.08538	0.08618	0.09148	0.09378	0.08618	0.08149	0.09512	0.09598	0.09461	0.09993	0.0804	0.10128	0.08753
1240	0.09488	0.09373	0.09524	0.09842	0.09985	0.0915	0.09417	0.09177	0.08477	0.08362	0.08911	0.08023	0.09858	0.09452	0.10511	0.09615	0.10571	0.09836	0.0962	0.09619
1239	0.10316	0.10655	0.09498	0.10516	0.10148	0.11322	0.11586	0.10755	0.08204	0.0912	0.09312	0.09255	0.08436	0.10639	0.08988	0.10634	0.10682	0.09743	0.10255	0.08992
1238	0.11395	0.11523	0.11456	0.111	0.12019	0.10805	0.1058	0.10035	0.09357	0.10638	0.09037	0.08872	0.08991	0.09134	0.11088	0.09625	0.12097	0.10094	0.10894	0.10799
1237	0.10763	0.12805	0.10722	0.11167	0.1124	0.10797	0.10821	0.09777	0.10806	0.11881	0.09579	0.09004	0.10016	0.10405	0.1162	0.10504	0.11153	0.118	0.12243	0.12972
1236	0.13144	0.11204	0.1112	0.10878	0.11024	0.11126	0.10275	0.09764	0.11647	0.1034	0.10535	0.09039	0.10112	0.11653	0.11567	0.11536	0.11941	0.11238	0.10983	0.11153
1235	0.11594	0.09784	0.11941	0.11006	0.11567	0.11246	0.11546	0.09697	0.09684	0.09493	0.09942	0.11213	0.10701	0.10318	0.11108	0.12545	0.12272	0.11326	0.11723	0.11497
1234	0.12605	0.12093	0.13153	0.11756	0.1187	0.12188	0.11145	0.11055	0.11176	0.11918	0.09901	0.10205	0.11148	0.1131	0.10438	0.09764	0.11462	0.12768	0.11979	0.11596
1233	0.12944	0.14169	0.13212	0.12171	0.12804	0.11742	0.1293	0.10477	0.10241	0.1106	0.10735	0.10592	0.11888	0.12035	0.11558	0.12282	0.12476	0.13977	0.1229	0.13655
1232	0.12468	0.14105	0.13534	0.12159	0.13177	0.12024	0.12607	0.10869	0.10717	0.10957	0.11208	0.12769	0.10859	0.13669	0.10988	0.12039	0.1175	0.13912	0.12224	0.11972
1231	0.14317	0.13112	0.1388	0.11933	0.14037	0.13241	0.13664	0.11874	0.12574	0.12351	0.10583	0.12098	0.13231	0.11618	0.12675	0.14791	0.15637	0.12257	0.13155	0.12564
1230	0.15402	0.12462	0.1452	0.13655	0.15335	0.14436	0.14097	0.13164	0.13205	0.11355	0.11626	0.12684	0.14034	0.12424	0.13626	0.12968	0.14762	0.14801	0.11946	0.13642
1229	0.15671	0.1437	0.13816	0.13708	0.15111	0.14253	0.14678	0.12853	0.1296	0.11157	0.12619	0.13866	0.1278	0.14186	0.12866	0.12598	0.13375	0.13205	0.14211	0.15184
1228	0.14585	0.14704	0.1567	0.14638	0.15239	0.16377	0.14813	0.14723	0.12862	0.13125	0.13423	0.1172	0.13326	0.12997	0.13775	0.15539	0.12932	0.14523	0.14958	0.15593
1227	0.15619	0.17199	0.15253	0.16885	0.15236	0.15887	0.14713	0.12924	0.15555	0.1434	0.12378	0.14521	0.14684	0.13692	0.15061	0.16445	0.15915	0.1502	0.14105	0.17057
1226	0.17037	0.18361	0.13561	0.188	0.16271	0.15224	0.1703	0.12922	0.14616	0.15407	0.14049	0.1336	0.135	0.14256	0.16593	0.16461	0.17683	0.1398	0.14533	0.19235
1225	0.17482	0.17935	0.18965	0.15128	0.17605	0.1745	0.1618	0.14196	0.16086	0.13405	0.15175	0.14066	0.18419	0.1788	0.18139	0.18274	0.17062	0.18089	0.16771	0.17896
1224	0.20062	0.19369	0.15973	0.17879	0.17158	0.18815	0.16364	0.16212	0.1582	0.16031	0.14744	0.1598	0.1393	0.15366	0.17789	0.18984	0.19165	0.1887	0.17372	0.17438
1223	0.18383	0.18614	0.1757	0.20221	0.18354	0.18993	0.20789	0.16169	0.16189	0.14822	0.15861	0.17322	0.16485	0.20439	0.18575	0.19223	0.17701	0.19331	0.17401	0.19339
1222	0.21766	0.19682	0.1922	0.2209	0.18679	0.20009	0.16255	0.17276	0.16782	0.18326	0.15189	0.1898	0.17278	0.1873	0.19488	0.18819	0.18543	0.20112	0.16166	0.20302
1221	0.21977	0.21546	0.22507	0.223	0.20844	0.19279	0.20671	0.17987	0.19464	0.19385	0.17341	0.16698	0.16783	0.19626	0.20166	0.19682	0.21211	0.18187	0.20084	0.18834
1220	0.22457	0.21877	0.22734	0.2236	0.23398	0.20544	0.21322	0.18002	0.20547	0.18867	0.19373	0.18493	0.18595	0.20091	0.20353	0.19525	0.22608	0.22867	0.2182	0.2004
1219	0.25549	0.24915	0.26356	0.22722	0.23532	0.24568	0.21666	0.19777	0.19606	0.18853	0.19954	0.18174	0.18513	0.2107	0.21746	0.22772	0.24222	0.24632	0.22566	0.22251
1218	0.25381	0.24483	0.23416	0.24035	0.25808	0.24888	0.23172	0.23039	0.21347	0.21765	0.22362	0.20767	0.21208	0.23309	0.23076	0.22028	0.2774	0.2496	0.22889	0.23601
1217	0.28974	0.28101	0.24724	0.25811	0.24684	0.26392	0.2277	0.22078	0.21507	0.22853	0.19495	0.21302	0.23333	0.2513	0.22938	0.24007	0.27006	0.24063	0.25047	0.27432
1216	0.27671	0.28377	0.27209	0.2727	0.27044	0.26543	0.25377	0.2539	0.24299	0.22243	0.22629	0.2413	0.22337	0.26183	0.28037	0.25738	0.27686	0.24862	0.27678	0.27953
1215	0.28693	0.29589	0.28259	0.30195	0.28663	0.28878	0.26294	0.25238	0.25037	0.26592	0.23736	0.25727	0.23763	0.27896	0.29432	0.27485	0.28062	0.27255	0.29725	0.2914
1214	0.32193	0.33691	0.29523	0.32149	0.28309	0.28212	0.29086	0.2621	0.25555	0.27866	0.25143	0.24592	0.26944	0.28704	0.28326	0.2868	0.29664	0.30189	0.28586	0.31625
1213	0.31868	0.3349	0.34352	0.30011	0.30055	0.29817	0.29626	0.29753	0.25	0.25558	0.24928	0.25987	0.26382	0.30519	0.28228	0.29427	0.31366	0.3121	0.3038	0.30493
1212	0.34834	0.34912	0.34493	0.33877	0.32287	0.31624	0.30023	0.29051	0.25959	0.26185	0.23935	0.26428	0.27064	0.27857	0.29904	0.30636	0.33154	0.31392	0.30631	0.31614
1211	0.336245435	0.348327874	0.331503547	0.351569504	0.316380406	0.320278399	0.305825015	0.280749266	0.288210373	0.293849738	0.276985225	0.28345509	0.274252611	0.305490136	0.316675099	0.308356702	0.306146499	0.344081607	0.332374233	0.331798241
1210	0.374850301	0.379270706	0.368192904	0.362044523	0.342768881	0.322059956	0.352533956	0.31470601	0.303012031	0.29445252	0.285826034	0.308504048	0.312120743	0.310365976	0.304806983	0.347845648	0.369987856	0.349412883	0.350591657	0.331222248
1209	0.417728225	0.385459272	0.353471618	0.396349541	0.363625153	0.361602483	0.319072834	0.317224301	0.311799259	0.324538061	0.2875808	0.318737955	0.324109416	0.369291308	0.353712731	0.384789514	0.31714393	0.355373731	0.360236176	0.385566433
1208	0.3812264	0.382231037	0.372372196	0.390643201	0.377971375	0.363638548	0.389290289	0.332869854	0.294760609	0.319983705	0.298671997	0.319689011	0.321711681	0.358829684	0.369157356	0.370068227	0.415638579	0.369987856	0.353163529	0.372358801
1207	0.388593741	0.431766358	0.396349541	0.412463925	0.416817354	0.387857007	0.349185165	0.33866996	0.31271013	0.349278931	0.315040889	0.328422659	0.349747762	0.347658116	0.367590122	0.390991475	0.387629289	0.421063621	0.359794136	0.393871436
1206	0.392330992	0.397153251	0.426153784	0.400341301	0.401359333	0.381146029	0.369827114	0.336165064	0.29198781	0.323546819	0.296970811	0.333499427	0.323520029	0.368742106	0.367858025	0.402899777	0.386986321	0.392371177	0.353833287	0.366866783
1205	0.402216624	0.414540176	0.399832284	0.406704004	0.393429395	0.3593387	0.36909038	0.311089315	0.342380421	0.325073868	0.29198781	0.342099123	0.333043991	0.380770964	0.358360853	0.373617946	0.420300097	0.36621042	0.380556642	0.382699868
1204	0.394594775	0.425631372	0.386222797	0.411579844	0.388392813	0.390294927	0.363223298	0.310031097	0.335736419	0.325917763	0.292456641	0.329882732	0.323319101	0.361374765	0.372894607	0.348890471	0.40962415	0.386236192	0.383704506	0.357972393
1203	0.407440738	0.402069277	0.391018266	0.429556156	0.390884314	0.39136654	0.360798773	0.330458724	0.341014114	0.311812654	0.305825015	0.299890957	0.318912092	0.350618448	0.354918296	0.358334063	0.370269155	0.378185697	0.379190335	0.343813704
1202	0.381025472	0.38369111	0.370470082	0.376444326	0.36781784	0.364723557	0.362942	0.280467968	0.276677136	0.359459257	0.291786882	0.296810069	0.336218645	0.329387111	0.342902832	0.352935811	0.36418775	0.365929121	0.37186318	0.361830201
1201	0.353538594	0.393697299	0.355253175	0.38119961	0.359003821	0.341335598	0.328744143	0.297774521	0.299823981	0.303119192	0.263054253	0.285732268	0.30334691	0.309481895	0.336700871	0.323278916	0.35770449	0.345943535	0.354034215	0.359968273
1200	0.327458207	0.355159409	0.341536526	0.358200111	0.359472652	0.340558679	0.329494272	0.280548339	0.265559149	0.308718371	0.256932663	0.275993983	0.292684358	0.321483963	0.295376787	0.339741574	0.317103744	0.330780208	0.338964654	0.34473797
1199	0.348890471	0.35160969	0.336915194	0.337946621	0.33706254	0.323707561	0.317264486	0.268586456	0.283856945	0.27580645	0.252806952	0.270850239	0.291947624	0.310258815	0.324082625	0.33664729	0.337544766	0.359593208	0.332025958	0.334370112
1198	0.32041235	0.350819375	0.333700354	0.330351563	0.294023875	0.315402558	0.284165033	0.2850893	0.266952246	0.268586456	0.22832059	0.255311848	0.256504017	0.291532374	0.299770401	0.319822963	0.324109416	0.307110951	0.310928573	0.297747731
1197	0.329132603	0.316179478	0.325341771	0.324136206	0.301618934	0.316581333	0.273971313	0.253744613	0.228936767	0.26807744	0.239384996	0.252552444	0.237603439	0.265545754	0.282919283	0.291478794	0.313862114	0.299569473	0.313004824	0.298765763
1196	0.300266022	0.305463346	0.291800277	0.304914144	0.297345876	0.297118158	0.260616333	0.25630309	0.264366979	0.248828588	0.227048049	0.236344294	0.239639504	0.277748749	0.281419024	0.291813673	0.274185635	0.293836343	0.298189771	0.279034685
1195	0.274667861	0.303628208	0.288866736	0.304097039	0.299073852	0.279155242	0.255204686	0.244689482	0.241072787	0.249163467	0.241889892	0.209808472	0.218917184	0.241541618	0.259397373	0.254856412	0.261393253	0.273931127	0.281218097	0.274962555
1194	0.270220666	0.301592143	0.278150604	0.256570993	0.265492173	0.288116607	0.252391702	0.230276284	0.222332951	0.228749235	0.219868241	0.219774475	0.222399927	0.223042895	0.2421444	0.252338121	0.262572027	0.262531842	0.248399942	0.275913612
1193	0.274279401	0.270756473	0.254749251	0.254950178	0.226659589	0.258553478	0.239505553	0.21659982	0.221274733	0.193801249	0.192984144	0.213920787	0.211576633	0.244515345	0.233665261	0.228883187	0.254293815	0.267595214	0.250422612	0.235071753
1192	0.243550893	0.256544203	0.234977987	0.23560756	0.240376238	0.230222703	0.218689466	0.190412273	0.210049585	0.208549326	0.164974854	0.210156746	0.19748492	0.200324695	0.211147988	0.229834244	0.221797144	0.227824969	0.213492142	0.231414873
1191	0.254521533	0.229700292	0.234750269	0.224770871	0.230678139	0.230423631	0.198650299	0.17847718	0.210585391	0.177566309	0.181758996	0.200552413	0.18778682	0.211938303	0.189863071	0.20726339	0.222239185	0.218943974	0.206486471	0.22106041
1190	0.212594666	0.229901219	0.22222579	0.242238166	0.216559635	0.210987246	0.18654107	0.196855347	0.175463268	0.190358692	0.169073774	0.169422049	0.171953735	0.192033087	0.220832693	0.181973318	0.207129439	0.231120179	0.194832677	0.204530777
1189	0.223217032	0.208562721	0.207102648	0.204463801	0.21576932	0.195609597	0.195743548	0.193010935	0.159482836	0.168765686	0.154566811	0.171364348	0.172315404	0.187746635	0.177472543	0.179307681	0.205736341	0.190278321	0.183419996	0.211000641
1188	0.216439078	0.204838865	0.176360744	0.200190743	0.207450923	0.186782183	0.181450907	0.169823904	0.170935702	0.162536934	0.150199987	0.170265944	0.178115511	0.157969183	0.170667799	0.201369518	0.190573014	0.179388052	0.160460683	0.183085117
1187	0.183701295	0.192903773	0.173922824	0.183339625	0.167895	0.179133543	0.158223691	0.161679643	0.142926412	0.149757946	0.151914568	0.148498801	0.163166507	0.163354039	0.159161352	0.173869244	0.189849676	0.175878518	0.172101082	0.175637405
1186	0.172060896	0.152155681	0.17274405	0.161009885	0.181263375	0.175690986	0.156696642	0.15448644	0.147976389	0.156870779	0.12528498	0.150950116	0.135291168	0.166943943	0.165832144	0.178316438	0.169341678	0.167238637	0.175463268	0.192957354
1185	0.181477697	0.170600823	0.147480768	0.158933634	0.17684297	0.168966613	0.140903742	0.134420482	0.141225226	0.139148976	0.128151545	0.135143821	0.134849127	0.149704366	0.145498284	0.15692436	0.173976405	0.161304579	0.144145372	0.145940324
1184	0.151981544	0.136496733	0.156348368	0.152343213	0.146074276	0.132330836	0.141948565	0.12002068	0.133911466	0.156294787	0.120141236	0.106317426	0.126396778	0.139818734	0.15046789	0.125860972	0.148096946	0.147373607	0.142457581	0.136510128
1183	0.153883657	0.149865108	0.130495699	0.152544141	0.144654388	0.147708486	0.126450359	0.116738864	0.125218004	0.139751758	0.118038195	0.147333421	0.119819752	0.121413777	0.125499302	0.132143304	0.139644597	0.135693023	0.11475638	0.129933102
1182	0.131527127	0.138264895	0.140943928	0.127267464	0.140287565	0.127414811	0.122083535	0.119163389	0.104000062	0.114930517	0.099954722	0.12489652	0.104160804	0.115118049	0.109304548	0.120168026	0.134862523	0.119806357	0.125847577	0.134875918
1181	0.133603377	0.123382866	0.133697143	0.111876419	0.120985132	0.126102085	0.117475598	0.109170596	0.104897538	0.116270033	0.105272603	0.105995942	0.108983064	0.101883626	0.115452928	0.131607498	0.13664408	0.122766689	0.113390073	0.124106205
1180	0.114796565	0.112693524	0.119257155	0.121333406	0.119672405	0.109826959	0.115640461	0.102794497	0.115412743	0.10383932	0.086988202	0.102861473	0.103799135	0.115412743	0.093953688	0.114100017	0.131674473	0.116042316	0.115841388	0.117314856
1179	0.119699196	0.120543091	0.103691973	0.114100017	0.117073743	0.110603879	0.11032258	0.097382851	0.109626032	0.093270535	0.119900123	0.094288567	0.107174716	0.103624998	0.106317426	0.098360698	0.110577088	0.106397797	0.113363283	0.103437465
1178	0.08680067	0.107000579	0.100932569	0.103464256	0.091917623	0.100503924	0.117475598	0.094717213	0.093511648	0.085621896	0.086452396	0.094784189	0.089479703	0.100396763	0.087952654	0.100530714	0.122445205	0.099472496	0.107174716	0.099499287
1177	0.102017578	0.121078898	0.110135048	0.106759466	0.105232417	0.098735762	0.105741434	0.103209747	0.089506493	0.096391608	0.090658478	0.096780068	0.086197888	0.096980996	0.088367904	0.111889814	0.108514233	0.103584812	0.09899027	0.105567296
1176	0.094810979	0.10586199	0.100195835	0.094958326	0.103062401	0.096123705	0.102111344	0.105111861	0.077209732	0.095869197	0.097918657	0.093565229	0.089493098	0.104442103	0.098682182	0.105326184	0.091957809	0.109063435	0.093632204	0.095119068
1175	0.101937207	0.103330304	0.093083003	0.103209747	0.108139168	0.106478168	0.110108257	0.101602328	0.09367239	0.085300412	0.087845493	0.100945965	0.104977909	0.120998527	0.090082486	0.102151529	0.106558539	0.109572451	0.106411192	0.106036127
1174	0.103075796	0.105808409	0.097436431	0.10300882	0.116658493	0.106357611	0.116122687	0.106384402	0.099110827	0.096806858	0.101843441	0.084978928	0.10378574	0.083451879	0.103678578	0.086010355	0.11680584	0.109291152	0.088635808	0.099459101
1173	0.10949208	0.113671371	0.112988218	0.118721349	0.10259357	0.112519387	0.085621896	0.099191198	0.098052609	0.105085071	0.095962963	0.089988719	0.092024785	0.111822839	0.113684767	0.099151012	0.116095896	0.10868837	0.093458067	0.10342407
